序号,班级编号,班级名称,性别,身高_cm,体重_kg,BMI分数,体重分数,体重等级,肺活量_ml,肺活量分数,肺活量等级,50米跑_秒,50米跑分数,50米跑等级,坐位体前屈_cm,坐位体前屈分数,坐位体前屈等级,跳绳_个,跳绳分数,跳绳等级,跳绳附加分,标准分数,附加分,总分数,总分等级,性别_文字,BMI_计算
4590,2018111,小学2018级11班,2,116,21,15.6,100,正常,1407,90.0,优秀,10.1,95.0,优秀,9.8,72.0,及格,70.0,72.0,及格,,83.5,0,83.5,良好,女,15.606420927467301
4591,2018111,小学2018级11班,1,123,22,14.5,100,正常,1200,70.0,及格,9.9,85.0,良好,8.7,76.0,及格,61.0,70.0,及格,,79.3,0,79.3,及格,男,14.541608830722454
4592,2018111,小学2018级11班,1,122,19,12.8,80,低体重,1265,72.0,及格,9.9,85.0,良好,7.2,72.0,及格,64.0,70.0,及格,,75.4,0,75.4,及格,男,12.765385649019082
4593,2018111,小学2018级11班,1,112,17,13.6,80,低体重,1147,68.0,及格,10.4,76.0,及格,6.6,72.0,及格,39.0,64.0,及格,,71.8,0,71.8,及格,男,13.552295918367346
4594,2018111,小学2018级11班,1,120,22,15.3,100,正常,1314,74.0,及格,9.4,100.0,优秀,11.0,80.0,良好,80.0,74.0,及格,,84.9,0,84.9,良好,男,15.277777777777779
4595,2018111,小学2018级11班,2,117,19,13.9,100,正常,1180,78.0,及格,9.9,100.0,优秀,12.5,78.0,及格,60.0,68.0,及格,,83.7,0,83.7,良好,女,13.879757469501062
4596,2018111,小学2018级11班,2,127,23,14.3,100,正常,1084,74.0,及格,9.9,100.0,优秀,12.2,78.0,及格,80.0,74.0,及格,,84.3,0,84.3,良好,女,14.26002852005704
4597,2018111,小学2018级11班,2,125,21,13.4,80,低体重,1186,78.0,及格,10.5,85.0,良好,13.3,80.0,良好,40.0,62.0,及格,,77.1,0,77.1,及格,女,13.44
4598,2018111,小学2018级11班,1,126,24,15.1,100,正常,1146,68.0,及格,10.4,76.0,及格,6.2,72.0,及格,70.0,72.0,及格,,76.4,0,76.4,及格,男,15.11715797430083
4599,2018112,小学2018级12班,1,117,19,13.9,100,正常,1186,70.0,及格,11.7,62.0,及格,13.5,90.0,优秀,80.0,74.0,及格,,79.7,0,79.7,及格,男,13.879757469501062
4600,2018112,小学2018级12班,1,131,23,13.4,80,低体重,1217,70.0,及格,10.0,80.0,良好,6.4,72.0,及格,84.0,76.0,及格,,75.3,0,75.3,及格,男,13.402482372822096
4601,2018112,小学2018级12班,2,123,21,13.9,100,正常,1211,80.0,良好,10.8,80.0,良好,14.0,80.0,良好,106.0,85.0,良好,,84.0,0,84.0,良好,女,13.88062661114416
4602,2018112,小学2018级12班,1,126,23,14.5,100,正常,1110,68.0,及格,11.4,66.0,及格,3.6,66.0,及格,30.0,60.0,及格,,70.2,0,70.2,及格,男,14.487276392038297
4603,2018112,小学2018级12班,2,122,21,14.1,100,正常,1143,76.0,及格,10.4,85.0,良好,13.6,80.0,良好,87.0,76.0,及格,,82.6,0,82.6,良好,女,14.109110454178985
4604,2018112,小学2018级12班,2,127,23,14.3,100,正常,1108,76.0,及格,10.4,85.0,良好,13.2,78.0,及格,99.0,80.0,良好,,82.8,0,82.8,良好,女,14.26002852005704
4605,2018112,小学2018级12班,2,132,24,13.8,100,正常,1146,76.0,及格,10.4,85.0,良好,9.1,72.0,及格,79.0,74.0,及格,,79.8,0,79.8,及格,女,13.77410468319559
4606,2018112,小学2018级12班,2,135,39,21.4,60,肥胖,1260,80.0,良好,11.9,68.0,及格,8.3,70.0,及格,76.0,74.0,及格,,70.4,0,70.4,及格,女,21.399176954732507
4607,2018112,小学2018级12班,2,126,23,14.5,100,正常,1184,78.0,及格,11.3,74.0,及格,16.6,90.0,优秀,122.0,95.0,优秀,,87.5,0,87.5,良好,女,14.487276392038297
4608,2018112,小学2018级12班,2,122,21,14.1,100,正常,1052,74.0,及格,11.3,74.0,及格,13.0,78.0,及格,62.0,70.0,及格,,78.3,0,78.3,及格,女,14.109110454178985
4609,2018112,小学2018级12班,2,121,22,15.0,100,正常,1172,78.0,及格,9.7,100.0,优秀,16.2,85.0,良好,57.0,68.0,及格,,85.8,0,85.8,良好,女,15.026296018031555
4610,2018112,小学2018级12班,2,129,25,15.0,100,正常,1120,76.0,及格,12.3,64.0,及格,3.0,60.0,及格,91.0,78.0,及格,,72.8,0,72.8,及格,女,15.023135628868456
4611,2018112,小学2018级12班,2,128,29,17.7,100,正常,1215,80.0,良好,11.4,74.0,及格,12.3,78.0,及格,53.0,66.0,及格,,78.4,0,78.4,及格,女,17.7001953125
4612,2018112,小学2018级12班,1,121,20,13.7,100,正常,1242,72.0,及格,10.4,76.0,及格,12.0,85.0,良好,75.0,74.0,及格,,81.3,0,81.3,良好,男,13.660269107301414
4613,2018112,小学2018级12班,1,123,27,17.8,100,正常,1159,70.0,及格,12.4,40.0,不及格,11.8,80.0,良好,60.0,70.0,及格,,71.5,0,71.5,及格,男,17.846519928613922
4614,2018112,小学2018级12班,1,123,20,13.2,80,低体重,1384,76.0,及格,10.7,72.0,及格,8.0,74.0,及格,64.0,70.0,及格,,74.0,0,74.0,及格,男,13.219644391565868
4615,2018112,小学2018级12班,2,124,22,14.3,100,正常,1276,80.0,良好,11.5,72.0,及格,15.0,85.0,良好,97.0,80.0,良好,,82.9,0,82.9,良好,女,14.308012486992714
4616,2018112,小学2018级12班,1,128,27,16.5,100,正常,1434,78.0,及格,10.5,74.0,及格,10.0,78.0,及格,50.0,66.0,及格,,78.1,0,78.1,及格,男,16.4794921875
4617,2018112,小学2018级12班,2,121,22,15.0,100,正常,1346,85.0,良好,11.4,74.0,及格,6.3,66.0,及格,60.0,68.0,及格,,75.95,0,75.95,及格,女,15.026296018031555
4618,2018112,小学2018级12班,2,123,22,14.5,100,正常,1061,74.0,及格,11.6,72.0,及格,18.0,95.0,优秀,73.0,72.0,及格,,83.4,0,83.4,良好,女,14.541608830722454
4619,2018112,小学2018级12班,1,119,19,13.4,80,低体重,1252,72.0,及格,10.7,72.0,及格,8.3,74.0,及格,80.0,74.0,及格,,74.2,0,74.2,及格,男,13.417131558505757
4620,2018112,小学2018级12班,2,123,28,18.5,80,超重,1000,72.0,及格,11.1,76.0,及格,18.5,95.0,优秀,79.0,74.0,及格,,81.3,0,81.3,良好,女,18.507502148192216
4621,2018112,小学2018级12班,2,122,22,14.8,100,正常,1110,76.0,及格,10.4,85.0,良好,21.0,100.0,优秀,76.0,74.0,及格,,88.2,0,88.2,良好,女,14.780972856758936
4622,2018112,小学2018级12班,2,128,26,15.9,100,正常,1143,76.0,及格,11.0,78.0,及格,9.3,72.0,及格,30.0,60.0,及格,,75.6,0,75.6,及格,女,15.869140625
4623,2018112,小学2018级12班,1,128,26,15.9,100,正常,1210,70.0,及格,10.4,76.0,及格,3.0,66.0,及格,76.0,74.0,及格,,75.3,0,75.3,及格,男,15.869140625
4624,2018112,小学2018级12班,2,123,25,16.5,100,正常,1187,78.0,及格,13.5,20.0,不及格,12.5,78.0,及格,91.0,78.0,及格,,69.7,0,69.7,及格,女,16.524555489457335
4625,2018112,小学2018级12班,2,121,20,13.7,100,正常,1166,78.0,及格,9.9,100.0,优秀,15.3,85.0,良好,85.0,76.0,及格,,87.4,0,87.4,良好,女,13.660269107301414
4626,2018112,小学2018级12班,1,130,26,15.4,100,正常,1139,68.0,及格,10.4,76.0,及格,11.4,80.0,良好,53.0,68.0,及格,,78.0,0,78.0,及格,男,15.384615384615383
4627,2018112,小学2018级12班,2,126,25,15.7,100,正常,1331,85.0,良好,10.7,80.0,良好,16.0,85.0,良好,97.0,80.0,良好,,85.25,0,85.25,良好,女,15.747039556563365
4628,2018112,小学2018级12班,1,126,23,14.5,100,正常,1215,70.0,及格,12.3,40.0,不及格,4.0,68.0,及格,45.0,64.0,及格,,66.7,0,66.7,及格,男,14.487276392038297
4629,2018112,小学2018级12班,2,126,28,17.6,100,正常,1152,78.0,及格,11.4,74.0,及格,13.0,78.0,及格,81.0,74.0,及格,,79.7,0,79.7,及格,女,17.636684303350968
4630,2018112,小学2018级12班,2,128,20,12.2,80,低体重,1007,72.0,及格,11.0,78.0,及格,14.3,80.0,良好,70.0,72.0,及格,,76.8,0,76.8,及格,女,12.20703125
4631,2018112,小学2018级12班,2,125,23,14.7,100,正常,1190,78.0,及格,10.9,78.0,及格,13.8,80.0,良好,125.0,95.0,优秀,,85.3,0,85.3,良好,女,14.72
4632,2018112,小学2018级12班,2,127,28,17.4,100,正常,1107,76.0,及格,10.5,85.0,良好,2.0,50.0,不及格,134.0,100.0,优秀,3.0,78.4,3,81.4,良好,女,17.36003472006944
4633,2018112,小学2018级12班,1,120,23,16.0,100,正常,1154,70.0,及格,10.8,72.0,及格,11.3,80.0,良好,70.0,72.0,及格,,78.3,0,78.3,及格,男,15.972222222222223
4634,2018112,小学2018级12班,1,122,20,13.4,80,低体重,1194,70.0,及格,12.5,30.0,不及格,-3.0,20.0,不及格,54.0,68.0,及格,,48.1,0,48.1,不及格,男,13.437248051599033
4635,2018112,小学2018级12班,1,124,23,15.0,100,正常,1439,78.0,及格,9.9,85.0,良好,21.0,100.0,优秀,95.0,80.0,良好,,89.7,0,89.7,良好,男,14.95837669094693
4636,2018112,小学2018级12班,1,117,20,14.6,100,正常,1274,72.0,及格,11.0,70.0,及格,6.4,72.0,及格,70.0,72.0,及格,,75.8,0,75.8,及格,男,14.610271020527433
4637,2018112,小学2018级12班,1,114,19,14.6,100,正常,1369,76.0,及格,11.4,66.0,及格,8.2,74.0,及格,96.0,80.0,良好,,77.8,0,77.8,及格,男,14.619883040935674
4638,2018112,小学2018级12班,1,125,23,14.7,100,正常,1321,74.0,及格,10.4,76.0,及格,-1.0,50.0,不及格,78.0,74.0,及格,,71.1,0,71.1,及格,男,14.72
4639,2018112,小学2018级12班,2,127,20,12.4,80,低体重,1123,76.0,及格,10.3,85.0,良好,14.0,80.0,良好,54.0,66.0,及格,,77.6,0,77.6,及格,女,12.4000248000496
4640,2018112,小学2018级12班,1,124,25,16.3,100,正常,1165,70.0,及格,10.0,80.0,良好,9.4,76.0,及格,109.0,90.0,优秀,,82.3,0,82.3,良好,男,16.259105098855358
4641,2018112,小学2018级12班,2,128,27,16.5,100,正常,1211,80.0,良好,13.7,10.0,不及格,7.5,68.0,及格,76.0,74.0,及格,,64.2,0,64.2,及格,女,16.4794921875
4642,2018112,小学2018级12班,2,124,24,15.6,100,正常,1163,78.0,及格,10.2,90.0,优秀,14.6,80.0,良好,81.0,74.0,及格,,83.5,0,83.5,良好,女,15.608740894901144
4643,2018113,小学2018级13班,2,120,24,16.7,100,正常,1062,74.0,及格,10.3,85.0,良好,19.0,100.0,优秀,132.0,100.0,优秀,2.0,93.1,2,95.1,优秀,女,16.666666666666668
4644,2018113,小学2018级13班,2,127,21,13.0,80,低体重,1268,80.0,良好,12.4,64.0,及格,9.3,72.0,及格,139.0,100.0,优秀,6.0,78.4,6,84.4,良好,女,13.02002604005208
4645,2018113,小学2018级13班,2,128,22,13.4,80,低体重,1009,72.0,及格,9.6,100.0,优秀,12.0,76.0,及格,129.0,100.0,优秀,1.0,85.6,1,86.6,良好,女,13.427734375
4646,2018113,小学2018级13班,2,119,20,14.1,100,正常,1195,78.0,及格,12.4,64.0,及格,6.0,66.0,及格,60.0,68.0,及格,,72.9,0,72.9,及格,女,14.12329637737448
4647,2018113,小学2018级13班,2,134,31,17.3,100,正常,1360,85.0,良好,11.1,76.0,及格,5.1,64.0,及格,72.0,72.0,及格,,76.55,0,76.55,及格,女,17.26442414791713
4648,2018113,小学2018级13班,2,125,22,14.1,100,正常,1237,80.0,良好,11.1,76.0,及格,11.8,76.0,及格,80.0,74.0,及格,,79.8,0,79.8,及格,女,14.08
4649,2018113,小学2018级13班,1,126,29,18.3,100,正常,1290,74.0,及格,10.6,74.0,及格,9.9,78.0,及格,47.0,66.0,及格,,77.5,0,77.5,及格,男,18.266565885613502
4650,2018113,小学2018级13班,2,134,27,15.0,100,正常,1174,78.0,及格,10.3,85.0,良好,16.8,90.0,优秀,125.0,95.0,优秀,,89.7,0,89.7,良好,女,15.036756515927822
4651,2018113,小学2018级13班,1,130,25,14.8,100,正常,1187,70.0,及格,10.5,74.0,及格,2.2,64.0,及格,80.0,74.0,及格,,74.3,0,74.3,及格,男,14.792899408284022
4652,2018113,小学2018级13班,1,121,19,13.0,80,低体重,1319,74.0,及格,10.8,72.0,及格,11.0,80.0,良好,90.0,78.0,及格,,77.1,0,77.1,及格,男,12.977255651936343
4653,2018113,小学2018级13班,2,130,33,19.5,80,超重,1104,76.0,及格,10.1,95.0,优秀,22.1,100.0,优秀,93.0,78.0,及格,,88.0,0,88.0,良好,女,19.52662721893491
4654,2018113,小学2018级13班,2,130,27,16.0,100,正常,1186,78.0,及格,12.8,60.0,及格,7.0,68.0,及格,132.0,100.0,优秀,2.0,79.1,2,81.1,良好,女,15.976331360946745
4655,2018113,小学2018级13班,2,126,22,13.9,100,正常,1169,78.0,及格,11.1,76.0,及格,14.2,80.0,良好,142.0,100.0,优秀,7.0,85.9,7,92.9,优秀,女,13.85739480977576
4656,2018113,小学2018级13班,1,121,25,17.1,100,正常,1125,68.0,及格,10.8,72.0,及格,16.1,95.0,优秀,85.0,76.0,及格,,83.3,0,83.3,良好,男,17.075336384126768
4657,2018113,小学2018级13班,1,131,36,21.0,60,肥胖,1283,72.0,及格,10.9,70.0,及格,9.8,78.0,及格,42.0,64.0,及格,,70.0,0,70.0,及格,男,20.977798496591106
4658,2018113,小学2018级13班,2,133,36,20.4,60,肥胖,1218,80.0,良好,11.0,78.0,及格,7.5,68.0,及格,67.0,70.0,及格,,71.0,0,71.0,及格,女,20.351630957091977
4659,2018113,小学2018级13班,1,128,30,18.3,100,正常,1266,72.0,及格,11.8,62.0,及格,10.3,78.0,及格,72.0,72.0,及格,,76.0,0,76.0,及格,男,18.310546875
4660,2018113,小学2018级13班,1,130,30,17.8,100,正常,1752,85.0,良好,10.3,76.0,及格,23.0,100.0,优秀,112.0,95.0,优秀,,91.95,0,91.95,优秀,男,17.751479289940825
4661,2018113,小学2018级13班,1,135,33,18.1,100,正常,1284,72.0,及格,9.7,95.0,优秀,18.0,100.0,优秀,90.0,78.0,及格,,90.4,0,90.4,优秀,男,18.10699588477366
4662,2018113,小学2018级13班,1,117,23,16.8,100,正常,1106,68.0,及格,11.5,64.0,及格,8.2,74.0,及格,40.0,64.0,及格,,73.0,0,73.0,及格,男,16.801811673606547
4663,2018113,小学2018级13班,1,126,26,16.4,100,正常,1217,70.0,及格,10.9,70.0,及格,11.0,80.0,良好,98.0,80.0,良好,,79.5,0,79.5,及格,男,16.3769211388259
4664,2018113,小学2018级13班,1,127,31,19.2,80,超重,1416,76.0,及格,10.2,78.0,及格,9.4,76.0,及格,50.0,66.0,及格,,75.0,0,75.0,及格,男,19.22003844007688
4665,2018113,小学2018级13班,2,124,24,15.6,100,正常,1246,80.0,良好,11.1,76.0,及格,5.2,64.0,及格,80.0,74.0,及格,,76.2,0,76.2,及格,女,15.608740894901144
4666,2018113,小学2018级13班,1,125,24,15.4,100,正常,1210,70.0,及格,10.5,74.0,及格,10.8,80.0,良好,112.0,95.0,优秀,,83.3,0,83.3,良好,男,15.36
4667,2018113,小学2018级13班,1,137,46,24.5,60,肥胖,1459,78.0,及格,11.8,62.0,及格,2.0,64.0,及格,40.0,64.0,及格,,65.1,0,65.1,及格,男,24.508498055303956
4668,2018113,小学2018级13班,2,118,20,14.4,100,正常,1091,74.0,及格,11.2,76.0,及格,18.8,95.0,优秀,130.0,100.0,优秀,1.0,89.8,1,90.8,优秀,女,14.363688595231256
4669,2018113,小学2018级13班,2,123,24,15.9,100,正常,1173,78.0,及格,10.3,85.0,良好,13.5,80.0,良好,71.0,72.0,及格,,82.1,0,82.1,良好,女,15.86357326987904
4670,2018113,小学2018级13班,1,135,30,16.5,100,正常,1213,70.0,及格,10.3,76.0,及格,1.0,62.0,及格,82.0,76.0,及格,,74.5,0,74.5,及格,男,16.46090534979424
4671,2018113,小学2018级13班,2,115,18,13.6,100,正常,1287,80.0,良好,10.2,90.0,优秀,15.1,85.0,良好,89.0,76.0,及格,,85.7,0,85.7,良好,女,13.610586011342157
4672,2018113,小学2018级13班,1,121,19,13.0,80,低体重,1332,74.0,及格,11.1,68.0,及格,7.5,74.0,及格,40.0,64.0,及格,,71.7,0,71.7,及格,男,12.977255651936343
4673,2018113,小学2018级13班,2,121,20,13.7,100,正常,1101,76.0,及格,10.8,80.0,良好,15.0,85.0,良好,80.0,74.0,及格,,82.7,0,82.7,良好,女,13.660269107301414
4674,2018113,小学2018级13班,1,124,25,16.3,100,正常,1247,72.0,及格,10.8,72.0,及格,15.7,95.0,优秀,90.0,78.0,及格,,84.3,0,84.3,良好,男,16.259105098855358
4675,2018113,小学2018级13班,1,121,27,18.4,100,正常,1372,76.0,及格,11.2,68.0,及格,8.1,74.0,及格,50.0,66.0,及格,,75.4,0,75.4,及格,男,18.44136329485691
4676,2018113,小学2018级13班,1,124,21,13.7,100,正常,1290,74.0,及格,9.8,90.0,优秀,4.0,68.0,及格,95.0,80.0,良好,,80.5,0,80.5,良好,男,13.657648283038501
4677,2018113,小学2018级13班,1,121,22,15.0,100,正常,1276,72.0,及格,9.7,95.0,优秀,15.0,95.0,优秀,41.0,64.0,及格,,86.1,0,86.1,良好,男,15.026296018031555
4678,2018113,小学2018级13班,2,122,24,16.1,100,正常,1044,72.0,及格,12.2,66.0,及格,14.0,80.0,良好,77.0,74.0,及格,,77.8,0,77.8,及格,女,16.12469766191884
4679,2018113,小学2018级13班,2,124,28,18.2,80,超重,1287,80.0,良好,11.2,76.0,及格,15.0,85.0,良好,142.0,100.0,优秀,7.0,84.7,7,91.7,优秀,女,18.210197710718003
4680,2018113,小学2018级13班,2,130,26,15.4,100,正常,1035,72.0,及格,10.8,80.0,良好,12.1,76.0,及格,125.0,95.0,优秀,,83.6,0,83.6,良好,女,15.384615384615383
4681,2018113,小学2018级13班,1,128,21,12.8,80,低体重,1232,72.0,及格,9.8,90.0,优秀,4.5,68.0,及格,80.0,74.0,及格,,76.0,0,76.0,及格,男,12.8173828125
4682,2018113,小学2018级13班,1,122,24,16.1,100,正常,1137,68.0,及格,10.5,74.0,及格,11.0,80.0,良好,52.0,66.0,及格,,77.2,0,77.2,及格,男,16.12469766191884
4683,2018113,小学2018级13班,1,121,22,15.0,100,正常,1319,74.0,及格,10.2,78.0,及格,12.0,85.0,良好,50.0,66.0,及格,,80.4,0,80.4,良好,男,15.026296018031555
4684,2018113,小学2018级13班,2,116,19,14.1,100,正常,1097,74.0,及格,10.6,80.0,良好,17.5,90.0,优秀,91.0,78.0,及格,,84.7,0,84.7,良好,女,14.120095124851368
4685,2018113,小学2018级13班,1,129,24,14.4,100,正常,1184,70.0,及格,10.9,70.0,及格,9.0,76.0,及格,132.0,100.0,优秀,7.0,82.3,7,89.3,良好,男,14.422210203713718
4686,2018114,小学2018级14班,1,127,23,14.3,100,正常,1213,70.0,及格,11.7,62.0,及格,4.0,68.0,及格,62.0,70.0,及格,,72.3,0,72.3,及格,男,14.26002852005704
4687,2018114,小学2018级14班,2,127,19,11.8,80,低体重,1211,80.0,良好,12.3,64.0,及格,8.6,70.0,及格,77.0,74.0,及格,,72.6,0,72.6,及格,女,11.78002356004712
4688,2018114,小学2018级14班,1,127,23,14.3,100,正常,1310,74.0,及格,9.8,90.0,优秀,10.1,78.0,及格,103.0,85.0,良好,,84.5,0,84.5,良好,男,14.26002852005704
4689,2018114,小学2018级14班,1,131,26,15.2,100,正常,1831,90.0,优秀,11.5,64.0,及格,5.1,70.0,及格,80.0,74.0,及格,,77.1,0,77.1,及格,男,15.15063224753802
4690,2018114,小学2018级14班,1,124,23,15.0,100,正常,1254,72.0,及格,11.5,64.0,及格,10.0,78.0,及格,79.0,74.0,及格,,76.8,0,76.8,及格,男,14.95837669094693
4691,2018114,小学2018级14班,1,131,24,14.0,100,正常,1540,80.0,良好,11.3,66.0,及格,,60.0,及格,50.0,66.0,及格,,71.4,0,71.4,及格,男,13.985198997727403
4692,2018114,小学2018级14班,1,137,36,19.2,80,超重,1543,80.0,良好,11.2,68.0,及格,8.8,76.0,及格,112.0,95.0,优秀,,79.4,0,79.4,及格,男,19.18056369545527
4693,2018114,小学2018级14班,2,119,18,12.7,80,低体重,1147,76.0,及格,12.1,66.0,及格,10.1,74.0,及格,91.0,78.0,及格,,74.4,0,74.4,及格,女,12.710966739637032
4694,2018114,小学2018级14班,1,134,35,19.5,80,超重,1884,90.0,优秀,11.3,66.0,及格,12.0,85.0,良好,62.0,70.0,及格,,78.2,0,78.2,及格,男,19.492091779906435
4695,2018114,小学2018级14班,1,130,23,13.6,80,低体重,1733,85.0,良好,9.6,100.0,优秀,6.5,72.0,及格,143.0,100.0,优秀,13.0,86.35,13,99.35,优秀,男,13.609467455621301
4696,2018114,小学2018级14班,1,123,21,13.9,100,正常,1235,72.0,及格,11.4,66.0,及格,1.0,62.0,及格,62.0,70.0,及格,,71.6,0,71.6,及格,男,13.88062661114416
4697,2018114,小学2018级14班,2,122,21,14.1,100,正常,1112,76.0,及格,12.4,64.0,及格,12.0,76.0,及格,35.0,62.0,及格,,74.4,0,74.4,及格,女,14.109110454178985
4698,2018114,小学2018级14班,1,134,45,25.1,60,肥胖,1591,80.0,良好,12.5,30.0,不及格,10.7,80.0,良好,79.0,74.0,及格,,65.8,0,65.8,及格,男,25.061260859879702
4699,2018114,小学2018级14班,2,136,29,15.7,100,正常,1878,100.0,优秀,12.4,64.0,及格,17.0,90.0,优秀,105.0,85.0,良好,,86.8,0,86.8,良好,女,15.679065743944633
4700,2018114,小学2018级14班,2,124,20,13.0,80,低体重,1241,80.0,良好,11.3,74.0,及格,2.5,60.0,及格,101.0,80.0,良好,,72.8,0,72.8,及格,女,13.007284079084286
4701,2018114,小学2018级14班,1,125,27,17.3,100,正常,1673,85.0,良好,9.9,85.0,良好,14.0,90.0,优秀,35.0,62.0,及格,,84.15,0,84.15,良好,男,17.28
4702,2018114,小学2018级14班,2,121,22,15.0,100,正常,1424,90.0,优秀,12.2,66.0,及格,13.2,78.0,及格,117.0,90.0,优秀,,83.1,0,83.1,良好,女,15.026296018031555
4703,2018114,小学2018级14班,2,128,29,17.7,100,正常,1341,85.0,良好,11.7,70.0,及格,16.0,85.0,良好,90.0,78.0,及格,,82.85,0,82.85,良好,女,17.7001953125
4704,2018114,小学2018级14班,1,129,31,18.6,80,超重,1377,76.0,及格,9.6,100.0,优秀,4.5,68.0,及格,35.0,62.0,及格,,76.2,0,76.2,及格,男,18.628688179796885
4705,2018114,小学2018级14班,2,118,21,15.1,100,正常,1041,72.0,及格,12.7,60.0,及格,17.0,90.0,优秀,71.0,72.0,及格,,79.2,0,79.2,及格,女,15.08187302499282
4706,2018114,小学2018级14班,2,118,20,14.4,100,正常,1148,76.0,及格,11.5,72.0,及格,14.5,80.0,良好,105.0,85.0,良好,,81.8,0,81.8,良好,女,14.363688595231256
4707,2018114,小学2018级14班,2,131,32,18.6,80,超重,1490,90.0,优秀,9.6,100.0,优秀,13.0,78.0,及格,87.0,76.0,及格,,84.1,0,84.1,良好,女,18.646931996969872
4708,2018114,小学2018级14班,1,132,31,17.8,100,正常,1860,90.0,优秀,9.2,100.0,优秀,4.0,68.0,及格,111.0,90.0,优秀,,86.9,0,86.9,良好,男,17.791551882460972
4709,2018114,小学2018级14班,2,123,26,17.2,100,正常,1299,80.0,良好,12.5,62.0,及格,9.0,72.0,及格,101.0,80.0,良好,,77.0,0,77.0,及格,女,17.18553770903563
4710,2018114,小学2018级14班,2,129,26,15.6,100,正常,1294,80.0,良好,11.4,74.0,及格,16.0,85.0,良好,100.0,80.0,良好,,83.3,0,83.3,良好,女,15.624061054023194
4711,2018114,小学2018级14班,1,132,40,23.0,60,肥胖,1911,95.0,优秀,12.9,10.0,不及格,4.0,68.0,及格,35.0,62.0,及格,,58.05,0,58.05,不及格,男,22.956841138659318
4712,2018114,小学2018级14班,1,121,18,12.3,80,低体重,1161,70.0,及格,11.6,64.0,及格,7.0,72.0,及格,37.0,62.0,及格,,69.3,0,69.3,及格,男,12.294242196571274
4713,2018114,小学2018级14班,2,119,21,14.8,100,正常,1192,78.0,及格,11.8,70.0,及格,19.5,100.0,优秀,101.0,80.0,良好,,86.7,0,86.7,良好,女,14.829461196243203
4714,2018114,小学2018级14班,2,129,26,15.6,100,正常,1164,78.0,及格,12.5,62.0,及格,12.3,78.0,及格,71.0,72.0,及格,,76.9,0,76.9,及格,女,15.624061054023194
4715,2018114,小学2018级14班,1,128,23,14.0,100,正常,1214,70.0,及格,9.7,95.0,优秀,6.5,72.0,及格,71.0,72.0,及格,,80.5,0,80.5,良好,男,14.0380859375
4716,2018114,小学2018级14班,2,136,27,14.6,100,正常,1411,90.0,优秀,11.4,74.0,及格,7.0,68.0,及格,74.0,72.0,及格,,78.1,0,78.1,及格,女,14.5977508650519
4717,2018114,小学2018级14班,2,122,21,14.1,100,正常,1187,78.0,及格,11.5,72.0,及格,8.0,70.0,及格,80.0,74.0,及格,,76.9,0,76.9,及格,女,14.109110454178985
4718,2018114,小学2018级14班,2,124,27,17.6,100,正常,1214,80.0,良好,12.3,64.0,及格,1.0,40.0,不及格,108.0,85.0,良好,,68.8,0,68.8,及格,女,17.559833506763788
4719,2018114,小学2018级14班,2,124,30,19.5,80,超重,1656,100.0,优秀,12.1,66.0,及格,20.0,100.0,优秀,109.0,85.0,良好,,87.2,0,87.2,良好,女,19.51092611862643
4720,2018114,小学2018级14班,1,124,27,17.6,100,正常,1221,72.0,及格,9.8,90.0,优秀,,60.0,及格,99.0,80.0,良好,,77.8,0,77.8,及格,男,17.559833506763788
4721,2018114,小学2018级14班,2,120,21,14.6,100,正常,1488,90.0,优秀,12.0,68.0,及格,9.0,72.0,及格,94.0,78.0,及格,,79.3,0,79.3,及格,女,14.583333333333334
4722,2018114,小学2018级14班,1,132,26,14.9,100,正常,1770,85.0,良好,10.7,72.0,及格,13.0,85.0,良好,111.0,90.0,优秀,,85.65,0,85.65,良好,男,14.921946740128558
4723,2018114,小学2018级14班,2,123,22,14.5,100,正常,1470,90.0,优秀,9.9,100.0,优秀,9.5,72.0,及格,103.0,80.0,良好,,86.1,0,86.1,良好,女,14.541608830722454
4724,2018114,小学2018级14班,1,122,20,13.4,80,低体重,1441,78.0,及格,11.2,68.0,及格,9.1,76.0,及格,87.0,76.0,及格,,75.3,0,75.3,及格,男,13.437248051599033
4725,2018114,小学2018级14班,1,127,22,13.6,80,低体重,1584,80.0,良好,11.2,68.0,及格,,60.0,及格,50.0,66.0,及格,,68.8,0,68.8,及格,男,13.64002728005456
4726,2018114,小学2018级14班,2,121,20,13.7,100,正常,1104,76.0,及格,12.3,64.0,及格,9.3,72.0,及格,80.0,74.0,及格,,75.6,0,75.6,及格,女,13.660269107301414
4727,2018114,小学2018级14班,2,134,27,15.0,100,正常,1316,85.0,良好,12.6,62.0,及格,13.0,78.0,及格,92.0,78.0,及格,,79.15,0,79.15,及格,女,15.036756515927822
4728,2018114,小学2018级14班,2,121,30,20.5,60,肥胖,1214,80.0,良好,12.1,66.0,及格,13.0,78.0,及格,132.0,100.0,优秀,2.0,77.6,2,79.6,及格,女,20.490403660952122
4729,2018115,小学2018级15班,2,126,23,14.5,100,正常,1104,76.0,及格,12.1,66.0,及格,11.0,74.0,及格,79.0,74.0,及格,,76.6,0,76.6,及格,女,14.487276392038297
4730,2018115,小学2018级15班,2,120,20,13.9,100,正常,1101,76.0,及格,10.4,85.0,良好,15.0,85.0,良好,103.0,80.0,良好,,84.9,0,84.9,良好,女,13.88888888888889
